gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000089702	0.9832835	-0.02268933	0.30286946	0.1433287	NA
ENSMUSG00000089704	348.1606	-0.006704665	0.12173731	0.88087	0.9731412
ENSMUSG00000089706	48.24375	-0.00677968	0.12802331	0.8398034	0.9643055
ENSMUSG00000089707	3.039931	-0.01413397	0.26669263	0.2631489	0.7171917
ENSMUSG00000089708	0.7606301	0.01197091	0.21238894	0.3608439	NA
ENSMUSG00000089709	0.9603354	-0.01470085	0.25805172	0.2637442	NA
ENSMUSG00000089710	0.7683427	-0.01380124	0.26620911	0.2693425	NA
ENSMUSG00000089713	4.930934	-0.007478816	0.13880262	0.6808935	0.9198618
ENSMUSG00000089715	1621.355	0.0175626	0.08173775	0.7764032	0.9487672
ENSMUSG00000089717	0.07489038	0	0.21433685	1	NA
ENSMUSG00000089718	4.154853	-0.01703201	0.14214573	0.3871921	0.7951689
ENSMUSG00000089719	0.1241235	0.0003232432	0.21389229	0.9757667	NA
ENSMUSG00000089722	0.6305902	-0.00253113	0.21176054	0.8156475	NA
ENSMUSG00000089726	7.695069	0.01025375	0.13249179	0.686081	0.9221794
ENSMUSG00000089728	0.08485685	0.0003232432	0.21389229	0.9757667	NA
ENSMUSG00000089729	0.4399838	-0.01118625	0.25068848	0.3480223	NA
ENSMUSG00000089733	0.04274889	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000089735	0.3846697	-0.007058519	0.23003266	0.5278737	NA
ENSMUSG00000089736	15.40275	6.118762e-05	0.12996007	0.9983332	0.9998264
ENSMUSG00000089737	4.588707	-0.03439846	0.1839983	0.103542	0.5513209
ENSMUSG00000089739	33.86431	0.006390678	0.18067608	0.6025563	0.8943448
ENSMUSG00000089743	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000089745	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000089746	1.740053	-0.02028597	0.20903645	0.2000158	NA
ENSMUSG00000089748	0.1195777	-0.00769751	0.23277989	0.4950251	NA
ENSMUSG00000089753	0.2081993	0	0.21433685	1	NA
ENSMUSG00000089755	0.377571	-0.0006184601	0.21289155	0.9538312	NA
ENSMUSG00000089756	205.5562	-0.01528868	0.11541886	0.7718327	0.947631
ENSMUSG00000089757	1.481317	-0.02648864	0.20736389	0.1391093	NA
ENSMUSG00000089759	27.71561	-0.0162883	0.12870292	0.6230766	0.8995653
ENSMUSG00000089760	1.869445	-0.02099674	0.22585122	0.1855899	NA
ENSMUSG00000089762	108.6206	0.01841233	0.1160719	0.7240422	0.9335845
ENSMUSG00000089764	5.612578	-0.006662865	0.13387279	0.7686309	0.9461587
ENSMUSG00000089767	1.096702	-0.01911889	0.29182385	0.1764557	NA
ENSMUSG00000089768	6.209479	0.001628405	0.13356814	0.9424543	0.9860027
ENSMUSG00000089769	0.3068475	0	0.21433685	1	NA
ENSMUSG00000089774	832.9966	0.05555757	0.10641121	0.3581179	0.7792718
ENSMUSG00000089775	0.07853339	0	0.21433685	1	NA
ENSMUSG00000089782	3.364421	0.003205028	0.13662719	0.8660339	0.9699071
ENSMUSG00000089785	0.5380498	-0.005020509	0.17888215	0.6770815	NA
ENSMUSG00000089787	0.302722	-0.005063699	0.22244727	0.6430514	NA
ENSMUSG00000089788	418.5581	-0.1555572	0.10769232	0.01769138	0.2986077
ENSMUSG00000089789	1.440733	-0.003817044	0.14953346	0.783632	NA
ENSMUSG00000089791	0.7541916	-0.01068945	0.18270135	0.4222126	NA
ENSMUSG00000089796	1.428318	-0.02490046	0.32366495	0.1192189	NA
ENSMUSG00000089797	0.7285168	0.0009153095	0.17044974	0.9386098	NA
ENSMUSG00000089798	19.35103	-0.5054356	0.69979533	0.0002413053	0.03447516
ENSMUSG00000089802	0.09905554	-0.006263471	0.22689981	0.5714136	NA
ENSMUSG00000089803	2.105444	0.01458608	0.14955631	0.3906728	0.7960085
ENSMUSG00000089806	3.092717	0.001643529	0.1400134	0.9206222	0.9813287
ENSMUSG00000089809	105.9581	-0.07075246	0.14494347	0.05441326	0.4537715
ENSMUSG00000089810	97.26379	0.02013141	0.11230384	0.7174332	0.9309232
ENSMUSG00000089812	1.084986	-0.01444918	0.17102924	0.3333842	NA
ENSMUSG00000089814	0.1126217	0	0.21433685	1	NA
ENSMUSG00000089815	1.846566	0.02038061	0.18022961	0.2180119	NA
ENSMUSG00000089817	0.174108	0	0.21433685	1	NA
ENSMUSG00000089818	3.227854	-0.02461028	0.33920613	0.1073152	0.5539538
ENSMUSG00000089819	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000089820	0.5679635	-0.001968353	0.21269388	0.8549749	NA
ENSMUSG00000089821	0.1750434	0	0.21433685	1	NA
ENSMUSG00000089824	353.6832	-0.04741289	0.09926064	0.4482028	0.8266557
ENSMUSG00000089827	5.849305	-0.8936469	1.86177514	0.0006598109	0.06331108
ENSMUSG00000089828	5.914082	-0.0249899	0.14248165	0.2651304	0.7179035
ENSMUSG00000089829	0.9491589	0.007228335	0.16284418	0.5848011	NA
ENSMUSG00000089830	0.244435	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000089832	57.3924	-0.05925729	0.12743261	0.1719333	0.6295539
ENSMUSG00000089834	0.6828997	-0.00139232	0.17776144	0.9049471	NA
ENSMUSG00000089837	11.98599	-0.01835389	0.16035331	0.2799357	0.7285341
ENSMUSG00000089838	1.166906	-0.003254025	0.15711585	0.8004935	NA
ENSMUSG00000089839	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000089840	3.083098	0.04184693	0.21346918	0.06602213	0.4813779
ENSMUSG00000089842	1.531411	-0.05812338	0.47243682	0.03381608	NA
ENSMUSG00000089844	1.156464	-0.01681181	0.28046223	0.2099158	NA
ENSMUSG00000089847	114.5427	0.009232083	0.10657795	0.8761628	0.9722153
ENSMUSG00000089853	0.7628178	0.01112152	0.21434427	0.3851925	NA
ENSMUSG00000089854	0.0392667	0	0.21433685	1	NA
ENSMUSG00000089855	9.530344	-0.03745301	0.42751559	0.0474914	0.4369409
ENSMUSG00000089857	122.967	-0.04171909	0.11283251	0.4565323	0.830072
ENSMUSG00000089861	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000089862	414.3521	-0.06046625	0.12116566	0.2272868	0.6812127
ENSMUSG00000089865	5.586319	-0.008576819	0.23347735	0.4575505	0.8304605
ENSMUSG00000089870	0.5163564	-0.002586837	0.20384026	0.8156042	NA
ENSMUSG00000089871	0.1478617	-0.004793177	0.22162633	0.660003	NA
ENSMUSG00000089872	547.8359	0.03172856	0.0832714	0.6100433	0.8968319
ENSMUSG00000089874	0.3500868	0	0.21433685	1	NA
ENSMUSG00000089875	15.57047	-0.0143048	0.12954692	0.6474018	0.90842
ENSMUSG00000089876	0.66599	-0.01262831	0.23576279	0.3274155	NA
ENSMUSG00000089877	1.21395	0.004650747	0.15596601	0.7248594	NA
ENSMUSG00000089883	0.6073842	-0.002911628	0.18022815	0.8036913	NA
ENSMUSG00000089885	1.462347	-0.05705064	0.40771632	0.03676683	NA
ENSMUSG00000089886	0.4399838	-0.01118625	0.25068848	0.3480223	NA
ENSMUSG00000089887	0.05978884	-0.006263472	0.22689981	0.5714135	NA
ENSMUSG00000089889	19.16691	0.03195358	0.1280197	0.3872736	0.7951689
ENSMUSG00000089890	0.7636084	0.00234362	0.17557121	0.8424964	NA
ENSMUSG00000089900	2.633387	-0.02283767	0.3268276	0.1227843	0.5731489
ENSMUSG00000089901	2.88605	-0.01642607	0.15475229	0.3306498	0.7607581
ENSMUSG00000089902	1.992317	-0.01018912	0.16759946	0.4591332	0.8309032
ENSMUSG00000089905	1.122721	0.004072659	0.17759455	0.7330131	NA
ENSMUSG00000089907	1.629404	-0.01880975	0.22738499	0.2134942	NA
ENSMUSG00000089908	1.62391	-0.02389105	0.23286877	0.1538989	NA
ENSMUSG00000089910	0.5385247	-0.006719224	0.19232089	0.5774188	NA
ENSMUSG00000089911	451.5573	-0.09207412	0.09711092	0.1498441	0.6038018
ENSMUSG00000089917	132.7996	0.06595036	0.103081	0.2879272	0.733774
ENSMUSG00000089922	117.2146	-0.08329054	0.1325704	0.06527992	0.4786641
ENSMUSG00000089924	1.558354	-0.01061974	0.22280255	0.3952423	NA
ENSMUSG00000089926	0.2534113	-0.0005962024	0.2142338	0.9552944	NA
ENSMUSG00000089929	4.719077	-0.0006100912	0.14119677	0.9693353	0.9928574
ENSMUSG00000089935	0.05631087	0	0.21433685	1	NA
ENSMUSG00000089936	2.172451	-0.0115703	0.17562146	0.4023186	0.8007298
ENSMUSG00000089938	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000089940	9.977263	-0.03859125	0.20072365	0.07922966	0.5031879
ENSMUSG00000089941	15.48931	0.001809634	0.13348187	0.9364608	0.9841846
ENSMUSG00000089942	0.08136259	-0.005574104	0.22446132	0.6115387	NA
ENSMUSG00000089943	0.4444402	0.006207456	0.2251419	0.5764702	NA
ENSMUSG00000089945	159.3765	0.6767638	0.4399374	9.715672e-06	0.005901368
ENSMUSG00000089947	0.02933238	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000089948	1.104511	-0.01136264	0.16835904	0.4196691	NA
ENSMUSG00000089951	14.93111	-0.01113621	0.13253163	0.6620545	0.9133889
ENSMUSG00000089952	2.569821	-0.002917626	0.14738944	0.8368642	0.9639276
ENSMUSG00000089957	8.462111	0.01194552	0.13535655	0.5885921	0.8885787
ENSMUSG00000089959	0.8415824	0.001167422	0.18148797	0.9194525	NA
ENSMUSG00000089960	0.7118075	-0.009240583	0.22899166	0.4374717	NA
ENSMUSG00000089964	0.04284684	0	0.21433685	1	NA
ENSMUSG00000089965	0.1213915	0	0.21433685	1	NA
ENSMUSG00000089968	0.4399838	-0.01118625	0.25068848	0.3480223	NA
ENSMUSG00000089975	4.406207	-0.01021515	0.14082754	0.5686389	0.8791638
ENSMUSG00000089979	1.111205	-0.02261132	0.23079706	0.1666704	NA
ENSMUSG00000089983	0.08377686	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000089984	0.5449509	0.0002383857	0.17904996	0.9835847	NA
ENSMUSG00000089987	0.2263594	-0.005092064	0.21193157	0.65116	NA
ENSMUSG00000089988	0.8829862	-0.01035796	0.18532685	0.4309566	NA
ENSMUSG00000089989	27.96235	-0.04677965	0.12910573	0.2275372	0.6812127
ENSMUSG00000089990	0.5736962	-0.01481474	0.23799314	0.2769257	NA
ENSMUSG00000089991	0.04352699	0	0.21433685	1	NA
ENSMUSG00000089992	0.05978884	-0.006263472	0.22689981	0.5714135	NA
ENSMUSG00000089993	5.337552	-0.0267982	0.16226332	0.1756975	0.6323264
ENSMUSG00000089994	1.42506	-0.02502601	0.32388003	0.1186253	NA
ENSMUSG00000089996	11.43601	-0.04646943	0.16820487	0.07298917	0.4941274
ENSMUSG00000089997	25.87841	-0.04549258	0.12978471	0.2274241	0.6812127
ENSMUSG00000089998	32.10491	-0.06406748	0.15721813	0.04880526	0.4389629
ENSMUSG00000089999	2.288499	-0.01402923	0.14836342	0.4096909	0.8036295
ENSMUSG00000090000	186.5223	-0.06198376	0.1103954	0.2913964	0.7359021
ENSMUSG00000090002	0.8418359	0.003551889	0.1806515	0.7629903	NA
ENSMUSG00000090004	0.3283589	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000090005	0.8660562	0.004255145	0.17398712	0.7247368	NA
ENSMUSG00000090006	1.842605	-0.06209493	0.42375728	0.03199614	NA
ENSMUSG00000090015	232.3465	-0.1289641	0.11642628	0.03566714	0.3949846
ENSMUSG00000090016	0.4399838	-0.01118625	0.25068848	0.3480223	NA
ENSMUSG00000090017	0.8767096	-0.01519962	0.27276736	0.2390511	NA
ENSMUSG00000090019	5.943369	0.01350568	0.13692634	0.5238701	0.8585968
ENSMUSG00000090021	1.379152	-0.009204603	0.1488956	0.5482022	NA
ENSMUSG00000090023	0.04285809	0	0.21433685	1	NA
ENSMUSG00000090024	0.5483508	-0.01132851	0.25149101	0.3431219	NA
ENSMUSG00000090027	11.22385	0.004393367	0.13290683	0.8536523	0.9677391
ENSMUSG00000090031	66.04124	-0.04620035	0.11954999	0.3569391	0.7784313
ENSMUSG00000090033	0.3377404	-0.007058519	0.23003266	0.5278737	NA
ENSMUSG00000090035	43.81338	0.0852924	0.13076896	0.06789181	0.4820892
ENSMUSG00000090036	1.104928	-0.02363935	0.29109357	0.1429873	NA
ENSMUSG00000090039	1.144304	-0.007081866	0.15457822	0.6106407	NA
ENSMUSG00000090040	0.4385623	-0.007058519	0.23003266	0.5278737	NA
ENSMUSG00000090041	0.3414545	0.003728295	0.21758806	0.7307065	NA
ENSMUSG00000090047	0.169841	0.0009229482	0.21396452	0.9309811	NA
ENSMUSG00000090050	3.596362	0.00637841	0.14013935	0.7105197	0.9291425
ENSMUSG00000090053	111.0928	-0.0433373	0.12195128	0.3574011	0.7786038
ENSMUSG00000090057	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000090061	108.9748	-0.04482426	0.1646289	0.0807712	0.50563
ENSMUSG00000090063	393.1872	-0.1004064	0.1161755	0.08628323	0.5199737
ENSMUSG00000090066	6.722567	-0.02835649	0.14912475	0.1971403	0.6554474
ENSMUSG00000090069	35.1667	0.02155661	0.12870234	0.5255614	0.8599462
ENSMUSG00000090070	0.2866811	0	0.21433685	1	NA
ENSMUSG00000090071	285.3407	-0.09571422	0.13576685	0.04071663	0.4159533
ENSMUSG00000090074	2.51955	-0.06829065	0.40816387	0.02646099	0.353791
ENSMUSG00000090075	0.3211752	-0.004015936	0.21866189	0.7111702	NA
ENSMUSG00000090077	123.8004	0.007363999	0.12398022	0.8580316	0.9687174
ENSMUSG00000090078	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000090079	0.06349146	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000090080	0.2287215	-0.006263471	0.22689981	0.5714136	NA
ENSMUSG00000090081	0.02933238	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000090083	176.4859	0.02950983	0.10841344	0.6142765	0.8977813
ENSMUSG00000090084	1.946826	-0.003399112	0.15657925	0.7928923	0.9526734
ENSMUSG00000090086	96.52491	0.05702673	0.13020546	0.155803	0.6121629
ENSMUSG00000090087	2.144679	0.01096412	0.15060154	0.4819495	0.8414464
ENSMUSG00000090093	219.1827	-0.03424475	0.11391895	0.5319968	0.8642495
ENSMUSG00000090098	7.837729	-0.02977448	0.17278246	0.1384493	0.5897563
ENSMUSG00000090100	1352.423	-0.09511862	0.08653994	0.1331876	0.5844408
ENSMUSG00000090101	3.294408	-0.00382738	0.13590354	0.8465198	0.9662839
ENSMUSG00000090104	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000090105	0.05657123	-0.0006707556	0.21428571	0.9497131	NA
ENSMUSG00000090108	1.623942	0.0003304548	0.14577854	0.9816184	NA
ENSMUSG00000090110	32.78775	-0.05371114	0.12733632	0.204187	0.6605371
ENSMUSG00000090112	826.3496	-0.07496608	0.07387893	0.2075389	0.6637234
ENSMUSG00000090113	3.349996	0.03871586	0.22874263	0.07275142	0.4935898
ENSMUSG00000090114	0.05444447	0	0.21433685	1	NA
ENSMUSG00000090115	179.1373	-0.1071801	0.1148649	0.07341575	0.4945621
ENSMUSG00000090116	0.1946927	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000090117	2.633387	-0.02283767	0.3268276	0.1227843	0.5731489
ENSMUSG00000090118	3.102993	-0.01382271	0.14380271	0.4434351	0.8227347
ENSMUSG00000090119	20.3407	-0.008187521	0.13070438	0.7718846	0.947631
ENSMUSG00000090120	0.02933238	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000090121	0.1420046	0	0.21433685	1	NA
ENSMUSG00000090122	32.20622	-0.01129328	0.12402741	0.7842035	0.9499682
ENSMUSG00000090124	6.745564	0.005098534	0.13360354	0.8231028	0.9606151
ENSMUSG00000090125	260.6428	0.008885687	0.10186646	0.8846894	0.9736941
ENSMUSG00000090126	0.04285809	0	0.21433685	1	NA
ENSMUSG00000090129	19.52071	0.001750601	0.13061843	0.9500568	0.9883768
ENSMUSG00000090135	10.02322	-0.0176617	0.14895163	0.3315493	0.7613411
ENSMUSG00000090136	4.345874	0.01412318	0.13530308	0.5349154	0.8660672
ENSMUSG00000090137	1353.665	-0.01198531	0.1043094	0.8425824	0.9646134
ENSMUSG00000090138	1.022388	-0.007647987	0.18791409	0.5364951	NA
ENSMUSG00000090141	0.0392667	0	0.21433685	1	NA
ENSMUSG00000090142	0.3240099	-0.001731918	0.19855801	0.8766136	NA
ENSMUSG00000090145	0.2960942	-0.0005962024	0.2142338	0.9552944	NA
ENSMUSG00000090146	0.3283589	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000090150	203.3516	-0.07859139	0.09989656	0.2137711	0.6682353
ENSMUSG00000090157	3.295717	-0.01729057	0.19342304	0.2529899	0.707164
ENSMUSG00000090160	1.212581	-0.01878963	0.29100486	0.1798866	NA
ENSMUSG00000090163	0.6567177	-0.01189997	0.25477312	0.3241921	NA
ENSMUSG00000090164	6.257703	0.01454198	0.13335707	0.562019	0.8763263
ENSMUSG00000090168	4.172565	0.005907679	0.15724057	0.6581482	0.9127722
ENSMUSG00000090171	0.2270136	-0.00940258	0.24098911	0.416576	NA
ENSMUSG00000090173	4.041767	0.03763004	0.17384994	0.09695443	0.5388653
ENSMUSG00000090175	0.9850766	-0.01527002	0.27546834	0.2344525	NA
ENSMUSG00000090176	0.0392667	0	0.21433685	1	NA
ENSMUSG00000090188	0.5483508	-0.01132851	0.25149101	0.3431219	NA
ENSMUSG00000090193	0.2565073	0.001151693	0.21406503	0.9139969	NA
ENSMUSG00000090197	2.292628	-0.00456172	0.14449218	0.7632633	0.9440241
ENSMUSG00000090202	0.130581	0	0.21433685	1	NA
ENSMUSG00000090203	0.3753598	-0.01139725	0.21705084	0.3749098	NA
ENSMUSG00000090206	0.8542956	-0.002537809	0.17000846	0.8326804	NA
ENSMUSG00000090207	11.18185	-0.2080716	0.67003276	0.003542243	0.1524626
ENSMUSG00000090208	0.3430093	-0.00163446	0.21338056	0.8788038	NA
ENSMUSG00000090210	11.03401	-0.008659207	0.13061249	0.7610535	0.9436139
ENSMUSG00000090213	188.3379	-0.0142651	0.09844157	0.8187244	0.9595402
ENSMUSG00000090215	0.1469717	-0.0002605008	0.21405219	0.9804576	NA
ENSMUSG00000090216	0.388328	-0.007992671	0.2339048	0.4807858	NA
ENSMUSG00000090220	0.4399838	-0.01118625	0.25068848	0.3480223	NA
ENSMUSG00000090222	0.3974799	-0.005810688	0.21564902	0.6075169	NA
ENSMUSG00000090223	1101.965	-0.04922197	0.1191882	0.3328255	0.7622288
ENSMUSG00000090226	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000090227	0.1088889	0	0.21433685	1	NA
ENSMUSG00000090230	2.008867	-0.06149537	0.4770903	0.03163636	0.3784283
ENSMUSG00000090231	0.1817083	0.0004194184	0.21388505	0.9685656	NA
ENSMUSG00000090232	0.6140675	-0.002082913	0.18048744	0.8578399	NA
ENSMUSG00000090234	5.814293	-0.08917218	0.63845089	0.0154058	0.2760943
ENSMUSG00000090235	4.267845	-0.0003417669	0.13680663	0.9853785	0.9974738
ENSMUSG00000090236	8.735018	0.04046203	0.1447065	0.1364864	0.5877043
ENSMUSG00000090242	0.06349146	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000090243	0.05978884	-0.006263472	0.22689981	0.5714135	NA
ENSMUSG00000090244	0.518815	-0.001260652	0.21256918	0.9063953	NA
ENSMUSG00000090246	1.970153	-0.02032249	0.30936654	0.1502519	0.6038018
ENSMUSG00000090247	143.2962	-0.03894029	0.11191745	0.4913146	0.8452768
ENSMUSG00000090248	1.448942	-0.01054519	0.17987635	0.4299818	NA
ENSMUSG00000090255	1.64831	-0.02906935	0.34718901	0.09353225	NA
ENSMUSG00000090256	3.152115	-0.02446508	0.14680515	0.245537	0.6990191
ENSMUSG00000090257	1.729671	0.02417223	0.18770627	0.1691392	NA
ENSMUSG00000090258	138.1339	0.05869211	0.10768794	0.3280007	0.7605488
ENSMUSG00000090260	0.7202092	-0.009474434	0.24111228	0.4139194	NA
ENSMUSG00000090263	1.247593	-0.02886492	0.3372989	0.0988343	NA
ENSMUSG00000090264	6.917658	-0.02729987	0.28395091	0.1203815	0.5715047
ENSMUSG00000090266	93.86747	0.0364772	0.11627155	0.4894748	0.8450209
ENSMUSG00000090272	3.461886	0.01448177	0.13962534	0.4659759	0.8336198
ENSMUSG00000090273	3.26276	0.03784178	0.19718771	0.08307302	0.5085474
ENSMUSG00000090286	2.440307	-0.0298063	0.28529664	0.1059422	0.5528793
ENSMUSG00000090290	76.26894	-0.02805104	0.12343623	0.5183483	0.8573712
ENSMUSG00000090291	474.601	0.004913957	0.12264001	0.9096713	0.9792201
ENSMUSG00000090300	1.783688	0.002935235	0.17781831	0.803307	NA
ENSMUSG00000090305	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000090307	1.636851	-0.04647928	0.42369704	0.04733603	NA
ENSMUSG00000090308	1.013353	-0.01330344	0.21473176	0.3237095	NA
ENSMUSG00000090317	1.440599	0.002241645	0.14827178	0.872019	NA
ENSMUSG00000090319	0.3473718	-0.003680752	0.19973087	0.7453597	NA
ENSMUSG00000090326	0.6154431	0.001083188	0.17717688	0.9259983	NA
ENSMUSG00000090330	42.35528	0.05217687	0.11930601	0.3062675	0.7459667
ENSMUSG00000090334	0.1713874	0	0.21433685	1	NA
ENSMUSG00000090336	1.90074	0.01827328	0.20152315	0.2319694	0.6857958
ENSMUSG00000090338	6.217635	-0.01547206	0.1456166	0.3931841	0.7969392
ENSMUSG00000090350	0.7292479	0.001238582	0.20844518	0.9091263	NA
ENSMUSG00000090352	0.6554869	0	0.19531044	1	NA
ENSMUSG00000090353	0.4854745	0	0.20152002	1	NA
ENSMUSG00000090356	0.5644109	0	0.19819666	1	NA
ENSMUSG00000090357	0.02828562	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000090358	3.560466	0.03482126	0.21742849	0.0889556	0.5243058
ENSMUSG00000090363	8.424827	-0.03490475	0.13512858	0.237846	0.6916806
ENSMUSG00000090364	0.3500868	0	0.21433685	1	NA
ENSMUSG00000090369	0.3174355	0.004227442	0.19959979	0.7112306	NA
ENSMUSG00000090370	8.728342	-0.03288437	0.15608682	0.1444083	0.5974749
ENSMUSG00000090381	1.854515	0.009023502	0.14847388	0.5567103	NA
ENSMUSG00000090386	139.7584	-0.01269715	0.12289156	0.7685929	0.9461587
ENSMUSG00000090387	1.844792	-0.01666559	0.26493135	0.2270373	NA
ENSMUSG00000090389	0.5181996	-0.01087135	0.19569217	0.4054116	NA
ENSMUSG00000090394	12.59455	0.03776347	0.13118719	0.2682315	0.7187642
ENSMUSG00000090397	2.426406	0.02114545	0.17706975	0.2117313	0.6664775
ENSMUSG00000090399	2.825295	-0.0006834075	0.13952524	0.9673797	0.9921149
ENSMUSG00000090427	0.2725992	0.00281623	0.21579997	0.7934823	NA
ENSMUSG00000090439	0.828833	-0.006473068	0.19290327	0.589389	NA
ENSMUSG00000090440	2.97811	0.006950195	0.17232017	0.5834916	0.8860747
ENSMUSG00000090449	11.5595	-0.0016624	0.13199378	0.9474977	0.9873937
ENSMUSG00000090451	0.2466644	0.001251978	0.21412163	0.9065733	NA
ENSMUSG00000090458	2.193403	-0.02124858	0.31577297	0.1392782	0.5897563
ENSMUSG00000090459	0.244783	0.0009229482	0.21396452	0.9309811	NA
ENSMUSG00000090460	0.07219047	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000090461	0.9108699	0.002222458	0.1770148	0.8498439	NA
ENSMUSG00000090467	1.633971	-0.01605042	0.16195156	0.3173137	NA
ENSMUSG00000090468	0.2639509	-0.0007515587	0.20183003	0.9456244	NA
ENSMUSG00000090470	0.04285809	0	0.21433685	1	NA
ENSMUSG00000090471	0.05631087	0	0.21433685	1	NA
ENSMUSG00000090475	0.1219968	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000090482	0.1435216	0.001942589	0.21464722	0.8559498	NA
ENSMUSG00000090485	0.08571617	0	0.21433685	1	NA
ENSMUSG00000090486	6.366763	0.02360574	0.15193811	0.2337563	0.6868249
ENSMUSG00000090489	0.4399838	-0.01118625	0.25068848	0.3480223	NA
ENSMUSG00000090516	5.978276	-0.002449236	0.13615913	0.8993627	0.9770942
ENSMUSG00000090523	4.032521	0.004942445	0.13637659	0.7996657	0.9543732
ENSMUSG00000090534	3.030746	0.01740362	0.14372391	0.3676302	0.7839855
ENSMUSG00000090544	0.08807446	-0.004321169	0.22030229	0.690318	NA
ENSMUSG00000090546	263.9742	-27.52497	2.65583597	1.329883e-25	2.462811e-21
ENSMUSG00000090551	1.550857	-0.03129978	0.29494698	0.09777984	NA
ENSMUSG00000090553	100.488	0.0182168	0.106838	0.7583167	0.9431341
ENSMUSG00000090558	1.735244	-0.0004207706	0.14496539	0.9769378	NA
ENSMUSG00000090559	3.107224	-0.02353693	0.3317074	0.1163465	0.5653133
ENSMUSG00000090561	1.237284	-0.00037274	0.17281611	0.9747641	NA
ENSMUSG00000090564	3.544693	0.004575568	0.13656864	0.8120198	0.9584419
ENSMUSG00000090565	10.43436	-0.01318104	0.13619465	0.5430573	0.8700559
ENSMUSG00000090570	0.05444447	0	0.21433685	1	NA
ENSMUSG00000090572	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000090576	0.7053486	-0.003705144	0.2108484	0.7372247	NA
ENSMUSG00000090581	0.5714231	0.007280183	0.22947092	0.5182282	NA
ENSMUSG00000090582	4.753206	-0.01090162	0.13428213	0.6354549	0.904028
ENSMUSG00000090585	0.1126217	0	0.21433685	1	NA
ENSMUSG00000090589	0.4206389	-0.00837986	0.23592043	0.4620449	NA
ENSMUSG00000090602	0.1687569	-0.005253022	0.22304793	0.6313767	NA
ENSMUSG00000090608	4.504726	-2.127401	2.8474002	0.0001473614	0.02696246
ENSMUSG00000090610	2.137579	0.008948827	0.13942431	0.6234155	0.8997063
ENSMUSG00000090622	9.996415	-0.01382629	0.13123525	0.6231882	0.8995653
ENSMUSG00000090624	0.04284684	0	0.21433685	1	NA
ENSMUSG00000090625	92.66366	-1.153089	1.98707994	0.0004354097	0.05025936
ENSMUSG00000090626	108.7281	0.09255989	0.11733461	0.1045467	0.5528793
ENSMUSG00000090637	0.2797808	-0.008911145	0.23850229	0.4378411	NA
ENSMUSG00000090639	68.4747	0.01804393	0.12652669	0.629063	0.9016154
ENSMUSG00000090641	82.90154	-0.05388636	0.12385236	0.2442303	0.6982229
ENSMUSG00000090643	0.02828562	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000090658	0.04285809	0	0.21433685	1	NA
ENSMUSG00000090659	21.7195	0.03504227	0.13336484	0.2596023	0.7145363
ENSMUSG00000090665	1.274714	-0.008384726	0.15727932	0.5486711	NA
ENSMUSG00000090667	0.936829	-0.005141203	0.16885898	0.6793938	NA
ENSMUSG00000090671	50.83286	-0.03579791	0.12513414	0.3926798	0.7966986
ENSMUSG00000090673	111.4497	-0.02530272	0.11652775	0.6261456	0.9008299
ENSMUSG00000090674	2.77367	-0.003934696	0.14644707	0.7865436	0.950627
ENSMUSG00000090675	1.300225	-0.004099766	0.16521341	0.7416941	NA
ENSMUSG00000090682	0.02828562	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000090685	0.1873946	-0.0006372482	0.21328784	0.9523724	NA
ENSMUSG00000090691	5.875517	-0.009333145	0.13378243	0.6884885	0.9227679
ENSMUSG00000090692	0.1750434	0	0.21433685	1	NA
